欄1,機構名稱,權屬別,型態別,地址,修正地址,lon,lat
16114,人愛牙醫診所,私立牙醫診所,牙醫診所,金門縣金城鎮中興路199號,FALSE,118.3197754,24.4344193
7,弘恩中醫診所,私立中醫診所,中醫一般診所,金門縣金城鎮民生路15－3號,FALSE,118.3198124,24.4337466
12763,蔡建鑫小兒科家醫科診所,私立西醫診所,西醫專科診所,金門縣金城鎮民生路13號1樓,FALSE,118.3198229,24.4338501
7609,陳毅書皮膚科診所,私立西醫診所,西醫專科診所,金門縣金城鎮珠浦北路5巷12弄13號,FALSE,118.3198707,24.4328114
11742,金城診所,私立西醫診所,西醫診所,金門縣金城鎮民族路64-2號1樓,FALSE,118.3199145,24.4306444
7607,長庚林小兒科,私立西醫診所,西醫專科診所,金門縣金城鎮民生路9-4號,FALSE,118.3199751,24.4334916
16691,禾心診所,私立西醫診所,西醫診所,金門縣金城鎮民生路9-7號,FALSE,118.3199751,24.4334915
6479,吾家診所,私立西醫診所,西醫診所,金門縣金城鎮金城富康一村一巷12號,FALSE,118.320099,24.437328
18661,傅仰賢診所,私立西醫診所,西醫診所,金門縣金城鎮民生路7號6樓,FALSE,118.3201998,24.4330259
21244,台大中心診所,私立西醫診所,西醫診所,金門縣金城鎮民權路226巷1弄20號,FALSE,118.3203726,24.439267
12762,大眾診所,私立西醫診所,西醫醫務室,金門縣金城鎮民族路20號,FALSE,118.3208745,24.4309544
19161,一心牙醫診所,私立牙醫診所,牙醫診所,金門縣金城鎮環島西路一段101號,FALSE,118.3215459,24.4283182
22246,愛私醫診所,私立西醫診所,西醫診所,金門縣金寧鄉埔邊142號1-2樓,FALSE,118.3245526,24.4480855
8,廣濟中醫診所,私立中醫診所,中醫一般診所,金門縣金城鎮浯江路19號,FALSE,118.325541,24.425866
15468,豐元中醫診所,私立中醫診所,中醫診所,金門縣金寧鄉仁愛新?139號,FALSE,118.332475,24.450951
18740,合康家庭診所,私立西醫診所,西醫診所,金門縣金寧鄉仁愛新村98號,FALSE,118.3345677,24.4501311
11746,陳水湖診所,私立西醫診所,西醫診所,金門縣金寧鄉仁愛新村131號,FALSE,118.335841,24.450326
12367,金門縣金寧鄉衛生所,衛生所,衛生所,金門縣金寧鄉盤山村仁愛新?2之1號,FALSE,118.3385135,24.4480251
21235,金寧盧冠宇牙醫診所,私立牙醫診所,牙醫診所,金門縣金寧鄉盤山村頂堡94號,FALSE,118.3799562,24.44869775
16481,福慧中醫診所,私立中醫診所,中醫診所,金門縣金湖鎮新湖里5鄰市港路56號1樓,FALSE,118.410629,24.4369503
18526,仁仁牙醫診所,私立牙醫診所,牙醫診所,金門縣金湖鎮市港路50號,FALSE,118.410845,24.437072
13462,許耀人牙醫診所,私立牙醫診所,牙醫一般診所,金門縣金湖鎮市港路156號,FALSE,118.4113655,24.4380289
3341,建中牙醫診所,私立牙醫診所,牙醫一般診所,金門縣金沙鎮汶沙五福路30號,FALSE,118.4114454,24.50272515
15947,彭小兒科診所,私立西醫診所,西醫診所,金門縣金湖鎮新湖里1鄰市港三路150號,FALSE,118.412289,24.4383052
10461,金門縣金沙鎮衛生所,衛生所,衛生所,金門縣金沙鎮汶沙里后浦頭120號,FALSE,118.4126495,24.4880724
6481,重成診所,私立西醫診所,西醫醫務室,金門縣金沙鎮五福街二十三號,TRUE,118.413395,24.4880091
16859,金門縣金湖鎮衛生所,衛生所,衛生所,金門縣金湖鎮新湖里市港六路15號,FALSE,118.4138513,24.4383285
20197,三大診所,私立西醫診所,西醫診所,金門縣金湖鎮復興西路2號3樓,FALSE,118.414302,24.4424562
21076,康橋診所,私立西醫診所,西醫診所,金門縣金湖鎮赤東路150號1樓,FALSE,118.414667,24.4466944
18627,卓家老舖中醫診所,私立中醫診所,中醫診所,金門縣金沙鎮后浦頭3號,FALSE,118.414714,24.487144
20123,揚中醫診所,私立中醫診所,中醫診所,金門縣金湖鎮林森路9號,FALSE,118.4168745,24.4412695
12341,衛生福利部金門醫院,部立及直轄市立醫院,醫院,金門縣金湖鎮復興路2號,FALSE,118.4172216,24.4405585
20736,康寶診所,私立西醫診所,西醫診所,金門縣金湖鎮新市里太湖路二段218號3樓,FALSE,118.41938,24.439254
11130,盧冠宇牙醫診所,私立牙醫診所,牙醫一般診所,金門縣金湖鎮下莊中興路101號,FALSE,118.4253446,24.4501558
10437,澎湖縣七美鄉衛生所,衛生所,衛生所,澎湖縣七美鄉中和村埔內54號,FALSE,119.4308398,23.2041942
6575,保健診所,私立西醫診所,西醫醫務室,澎湖縣西嶼鄉外垵村70號,FALSE,119.484666,23.5683189
6576,大樂診所,私立西醫診所,西醫診所,澎湖縣西嶼鄉外垵村53-23號,FALSE,119.484666,23.5683189
10436,澎湖縣望安鄉衛生所,衛生所,衛生所,澎湖縣望安鄉西安村36之7號,FALSE,119.4974696,23.3618947
12359,西嶼鄉衛生所,衛生所,衛生所,澎湖縣西嶼鄉池東村222號,FALSE,119.5075609,23.58648155
3461,大蘋果牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣西嶼鄉池東村小池角36-1號,FALSE,119.5088388,23.6000345
1187,醫療財團法人台灣血液基金會高雄捐血中心馬公捐血站,醫療財團法人其他醫療機構,捐血站,澎湖縣馬公市中山路62號,FALSE,119.5639854,23.5636435
3455,鴻明牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市復國路29號,FALSE,119.5642275,23.5673122
176,長慶中醫診所,私立中醫診所,中醫一般診所,澎湖縣馬公市惠民一路10號,FALSE,119.5648631,23.5666769
14454,泓欽中醫診所,私立中醫診所,中醫診所,澎湖縣馬公市中興路63號,FALSE,119.5648873,23.5670244
6563,公仁診所,私立西醫診所,西醫診所,澎湖縣馬公市長安里民生路27－3號,FALSE,119.565381,23.567595
10860,衛生福利部澎湖醫院,部立及直轄市立醫院,綜合醫院,澎湖縣馬公市中正路10號,FALSE,119.5657652,23.5643266
21005,惠安診所,私立西醫診所,西醫診所,澎湖縣馬公市建國路19號,FALSE,119.5661583,23.5664647
13258,林診所,私立西醫診所,西醫醫務室,澎湖縣馬公市重慶街4號,FALSE,119.5668916,23.5656199
12358,澎湖縣馬公市第一衛生所,衛生所,衛生所,澎湖縣馬公市樹德路36號,FALSE,119.5670427,23.5689219
3460,信安牙醫診所,私立牙醫診所,牙醫診所,澎湖縣馬公市民權路26號,FALSE,119.5673425,23.5644862
13489,神光牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市光復路33號之5,FALSE,119.5681618,23.5686065
15188,康健牙醫診所,私立牙醫診所,牙醫診所,澎湖縣馬公市治平路15-2號,FALSE,119.5681978,23.5694764
20612,天主教靈醫會醫療財團法人惠民醫院,醫療財團法人醫院,醫院,澎湖縣馬公市樹德路14號,FALSE,119.5688315,23.5692225
6598,林建成皮膚科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市漁隆路35號,FALSE,119.569854,23.566468
3452,兄弟牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市光復路63號,FALSE,119.5700156,23.5712103
6565,徐政彥骨科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市光復路83號,FALSE,119.5701742,23.5714023
6602,何家庭醫學專科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市新生路八十五號,TRUE,119.5705691,23.5689253
178,松安堂中醫診所,私立中醫診所,中醫一般診所,澎湖縣馬公市光榮里三多路352號,FALSE,119.5705896,23.5773275
3454,明昌牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市中華路五十二號一樓,TRUE,119.5707234,23.569754
17855,佳揚診所,私立西醫診所,西醫診所,澎湖縣馬公市中華路52-1號1樓,FALSE,119.5707283,23.5697478
6571,陽明診所,私立西醫診所,西醫專科診所,澎湖縣馬公市北辰街十二號,TRUE,119.5707581,23.5705529
13257,沈景發復健科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市光復里9鄰北辰街7號,FALSE,119.5708196,23.5705092
3453,鄭牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市中山路5－1號,FALSE,119.570841,23.56999075
19017,鄭鴻藝內科診所,私立西醫診所,西醫診所,澎湖縣馬公市文光路65號,FALSE,119.5710121,23.5758254
11244,陳立堅牙醫診所,私立牙醫診所,牙醫診所,澎湖縣馬公市陽明里大勇街67號,FALSE,119.5714474,23.5720853
6566,陳翠雯復健科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市光復路157號1樓,FALSE,119.5714546,23.5728314
6568,江明儒耳鼻喉科診所,私立西醫診所,西醫醫務室,澎湖縣馬公市大勇街65號,FALSE,119.5714582,23.572181
13266,佳音眼科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市大勇街63號,FALSE,119.5715008,23.572136
3450,周廉牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市大勇街40號,FALSE,119.5718432,23.572033
3456,永勝牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市中華路66號,FALSE,119.5719241,23.5704201
11811,盧尚斌診所,私立西醫診所,西醫診所,澎湖縣馬公市大勇街31號,FALSE,119.5720147,23.5717072
6572,上明眼科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市大勇街27號,FALSE,119.5720826,23.5716298
16250,林凱弘牙醫診所,私立牙醫診所,牙醫診所,澎湖縣馬公市貿商街103號,FALSE,119.5722666,23.575739
6561,辛家庭醫學科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市中華路82號,FALSE,119.5725837,23.570931
6570,康眼科診所,私立西醫診所,西醫診所,澎湖縣馬公市中華路82-1號,FALSE,119.5725837,23.570931
6562,慈輝家醫科診所,私立西醫診所,西醫醫務室,澎湖縣馬公市大勇街6號,FALSE,119.572618,23.5714616
11160,周國雄診所,私立西醫診所,西醫診所,澎湖縣馬公市海埔路87號,FALSE,119.5726673,23.5686475
13256,張維仁內科診所,私立西醫診所,西醫醫務室,澎湖縣馬公市永安街23號,FALSE,119.5726915,23.5725429
11483,王大昆耳鼻喉科診所,私立西醫診所,西醫診所,澎湖縣馬公市陽明路118號,FALSE,119.5727168,23.5733514
13265,洪長惠診所,私立西醫診所,西醫醫務室,澎湖縣馬公市陽明路116號,FALSE,119.5728074,23.5734168
13488,沈政昌牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市陽明路108號,FALSE,119.5731018,23.5732713
17033,全家牙醫診所,私立牙醫診所,牙醫診所,澎湖縣馬公市光復路239號,FALSE,119.573597,23.574681
13259,陽光小兒科診所,私立西醫診所,西醫醫務室,澎湖縣馬公市朝陽路187號,FALSE,119.5737523,23.5741928
3457,滿祥聯合牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市朝陽路187-1號,FALSE,119.5737623,23.5742082
13260,黃冠榮耳鼻喉科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市中華路181號,FALSE,119.5744494,23.5718642
14466,吳榮旗診所,私立西醫診所,西醫診所,澎湖縣馬公市陽明路45-1號,FALSE,119.5744494,23.5727488
6603,胡迪文婦產科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市三多路177號,FALSE,119.574472,23.576007
6564,陳麒勛診所,私立西醫診所,西醫醫務室,澎湖縣馬公市光榮里三多路175號,FALSE,119.574579,23.57594
6601,周明河小兒科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市陽明路33號,FALSE,119.5747113,23.5727717
6488,廷光家醫診所,私立西醫診所,西醫診所,澎湖縣馬公市中華路207號,FALSE,119.5750106,23.571926
177,錦山中醫診所,私立中醫診所,中醫一般診所,澎湖縣馬公市朝陽里陽明路二十四號,TRUE,119.5755202,23.5727036
3459,怡富牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市中華路227號,FALSE,119.575632,23.5721513
6600,陳友邦家庭醫學科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市中華路216號,FALSE,119.5759127,23.5721334
15134,方淑菁診所,私立西醫診所,西醫診所,澎湖縣馬公市縣府新村22號,FALSE,119.5763883,23.5749981
6599,李子林婦產科診所,私立西醫診所,西醫專科診所,澎湖縣馬公市朝陽路77號,FALSE,119.5773286,23.5732131
21093,澎湖縣馬公市第三衛生所,衛生所,衛生所,澎湖縣馬公市西文里118之2號,FALSE,119.5775922,23.56908175
6560,馬靜祥診所,私立西醫診所,西醫醫務室,澎湖縣馬公市中華路289號,FALSE,119.5779022,23.5721777
6569,儷人皮膚科診所,私立西醫診所,西醫診所,澎湖縣馬公市惠民新村28號,FALSE,119.5795093,23.5707016
13490,富祥聯合牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市新生路463號,FALSE,119.5821836,23.5655481
10798,三軍總醫院澎湖分院附設民眾診療服務處,軍方醫院(民眾診療),綜合醫院,澎湖縣馬公市前寮里90號1-5樓,FALSE,119.5835197,23.5545323
18429,正承復健科診所,私立西醫診所,西醫診所,澎湖縣馬公市西文里新生路501號,FALSE,119.5836334,23.5650223
6567,吳泰郎診所,私立西醫診所,西醫醫務室,澎湖縣馬公市東文里文山路62號,FALSE,119.5846671,23.5623414
18120,松青診所,私立西醫診所,西醫診所,澎湖縣馬公市文山路31號,FALSE,119.5852069,23.5626551
15533,李明杰診所,私立西醫診所,西醫診所,澎湖縣馬公市陽明里海埔路93號,FALSE,119.5861139,23.562788
15352,昕家牙醫診所,私立牙醫診所,牙醫診所,澎湖縣馬公市西文里11之2號,FALSE,119.5881664,23.56373625
15500,明陽牙醫診所,私立牙醫診所,牙醫診所,澎湖縣白沙鄉赤崁村365號之3,FALSE,119.5989002,23.6665154
10435,澎湖縣白沙鄉衛生所,衛生所,衛生所,澎湖縣白沙鄉赤崁村21鄰359號,FALSE,119.5994303,23.6658167
6574,安康診所,私立西醫診所,西醫醫務室,澎湖縣白沙鄉赤崁村367之2號,FALSE,119.599654,23.6669397
17597,陳興源診所,私立西醫診所,西醫診所,澎湖縣白沙鄉赤崁村大赤崁9-35號,FALSE,119.6006196,23.6675224
6604,高植澎診所,私立西醫診所,西醫專科診所,澎湖縣馬公市鎖港里405號,FALSE,119.6009291,23.5271987
10433,澎湖縣馬公市第二衛生所,衛生所,衛生所,澎湖縣馬公市鎖港里240號,FALSE,119.6028749,23.5304929
3458,華美牙醫診所,私立牙醫診所,牙醫一般診所,澎湖縣馬公市鎖港里鎖管港540號,FALSE,119.6037641,23.5256454
20607,澎湖縣白沙鄉吉貝衛生所,衛生所,衛生所,澎湖縣白沙鄉吉貝村8-13號,FALSE,119.6140284,23.7406456
18598,益安診所,私立西醫診所,西醫診所,澎湖縣湖西鄉隘門村117-1號,FALSE,119.6341744,23.5604596
19092,鴻傑中醫診所,私立中醫診所,中醫診所,澎湖縣湖西鄉隘門村86-1號,FALSE,119.6357009,23.562188
20936,澎湖縣白沙鄉鳥嶼衛生所,衛生所,衛生所,澎湖縣白沙鄉鳥嶼村漁港新村3號,FALSE,119.6579555,23.65996215
23245,和沐診所,私立西醫診所,西醫診所,澎湖縣湖西鄉湖西村75-10號1樓,FALSE,119.6585636,23.58445655
17845,唯美聯合牙醫診所,私立牙醫診所,牙醫診所,澎湖縣湖西鄉湖西村75-9號,FALSE,119.6588695,23.5846733
10434,澎湖縣湖西鄉衛生所,衛生所,衛生所,澎湖縣湖西鄉湖西村151－1號,FALSE,119.66134,23.583895
10463,連江縣莒光鄉西莒衛生所,衛生所,衛生所,連江縣莒光鄉青帆村14-1號,FALSE,119.933082,25.971575
10865,連江縣立醫院,縣市立醫院,醫院,連江縣南竿鄉復興村217號,FALSE,119.9489434,26.1610014
10464,連江縣莒光鄉東莒衛生所,衛生所,衛生所,連江縣莒光鄉大坪村30之1號,FALSE,119.9743474,25.95921165
10462,連江縣北竿鄉衛生所,衛生所,衛生所,連江縣北竿鄉塘岐村281-6號,FALSE,119.9963106,26.2231137
5740,舒安婦產科診所,私立西醫診所,西醫專科診所,臺中市沙鹿區中山路一六一之一號一、二樓,TRUE,120.0843006,23.48575005
6287,祐安外科診所,私立西醫診所,西醫專科診所,雲林縣莿桐鄉（村）中山路36巷6號,FALSE,120.0843006,23.48575005
7126,大立診所,私立西醫診所,西醫診所,臺南市北門區北門里72號,FALSE,120.0843006,23.48575005
16135,安康診所,私立西醫診所,西醫診所,臺東縣綠島鄉中寮村中寮路26號,FALSE,120.0843006,23.48575005
7123,謝宏榮診所,私立西醫診所,西醫診所,臺南市七股區玉成里3之33號1樓,FALSE,120.1219763,23.1343791
16140,永隆診所,私立西醫診所,西醫診所,臺南市北門區永隆里37之1號,FALSE,120.123565,23.2694808
12326,國軍退除役官兵輔導委員會佳里榮譽國民之家附設診所,榮民診所(榮家醫務室),西醫醫務室,臺南市七股區三股里147號,FALSE,120.1238699,23.104576
10505,臺南市北門區衛生所,衛生所,衛生所,臺南市北門區北門里港北50號,FALSE,120.1251577,23.270347
9646,黃德真診所,私立西醫診所,西醫診所,臺南市安南區城北里安中路六段710號1樓,FALSE,120.1284029,23.0649594
9656,仁安診所,私立西醫診所,西醫診所,臺南市安南區城中里安中路六段653號1樓,FALSE,120.1286834,23.0638925
21975,立安診所,私立西醫診所,西醫診所,臺南市七股區大埕里大埕322-12號1樓,FALSE,120.1289348,23.14402505
9639,朱嘉生診所,私立西醫診所,西醫診所,臺南市安南區城北里安中路六段620、622號1樓,FALSE,120.1293006,23.0635182
1632,博齡牙醫診所,私立牙醫診所,牙醫一般診所,臺南市安南區城北里城北路69號,FALSE,120.1309958,23.0632933
13763,鼎泰牙醫診所,私立牙醫診所,牙醫一般診所,臺南市北門區保吉里503-13號,FALSE,120.1343855,23.2866292
19857,王茂林診所,私立西醫診所,西醫診所,臺南市將軍區將富里將富50之2號1樓,FALSE,120.135932,23.21532135
12375,臺南市七股區衛生所,衛生所,衛生所,臺南市七股區大埕里379號,FALSE,120.138988,23.14044155
23235,合康診所,私立西醫診所,西醫診所,臺南市七股區義合里義合20之4號1樓,FALSE,120.13905,23.1033246
21673,長生診所,私立西醫診所,西醫診所,嘉義縣東石鄉東石村觀海二路52號,FALSE,120.145996,23.4541932
22445,七股微笑牙醫診所,私立牙醫診所,牙醫診所,臺南市七股區大埕里大埕365號1樓,FALSE,120.1461957,23.14402505
12369,嘉義縣東石鄉衛生所,衛生所,衛生所,嘉義縣東石鄉東石村三之七號,TRUE,120.1539611,23.4591617
124,李阿宋中醫診所,私立中醫診所,中醫診所,臺南市將軍區西華里62-31號,FALSE,120.15744,23.19813655
10504,臺南市將軍區衛生所,衛生所,衛生所,臺南市將軍區忠興里185-6號1-3樓,FALSE,120.1585495,23.2013882
4306,益美牙醫診所,私立牙醫診所,牙醫一般診所,臺南市將軍區忠興里一鄰二二號,TRUE,120.1585885,23.1992475
7077,祈安診所,私立西醫診所,西醫診所,嘉義縣布袋鎮新民里新塭二四五號,TRUE,120.159449,23.3271711
20056,永吉診所,私立西醫診所,西醫診所,嘉義縣布袋鎮興中里1鄰後寮路72巷28號,FALSE,120.1600474,23.3792878
9558,憲昌內科小兒科診所,私立西醫診所,西醫專科診所,臺南市安平區港仔里平生路12號,FALSE,120.1640081,22.9995153
17284,心連心中醫診所,私立中醫診所,中醫診所,臺南市安平區國平里華平路178號1樓,FALSE,120.1644936,22.990055
21576,楷爾優診所,私立西醫診所,西醫診所,臺南市安平區平通里育平六街99號2樓,FALSE,120.1645785,22.9923447
7125,美地診所,私立西醫診所,西醫診所,臺南市將軍區苓仔寮苓保81號1樓,FALSE,120.1646897,23.21973125
19141,安平診所,私立西醫診所,西醫診所,雲林縣口湖鄉崙東村中山路78-1號,FALSE,120.1648096,23.6171868
7221,榮峰診所,私立西醫診所,西醫醫務室,雲林縣口湖鄉崙東村中山路66、68號,FALSE,120.1648618,23.61782205
9562,穠田聯合診所,私立西醫診所,西醫專科診所,臺南市安平區育平里永華路2段1059號一、二樓,FALSE,120.1660696,22.9914221
7219,任安診所,私立西醫診所,西醫醫務室,雲林縣口湖鄉湖東村口湖路139號,FALSE,120.1666353,23.56837725
11439,惠群中醫診所,私立中醫診所,中醫診所,臺南市安平區平安里華平路707號1樓,FALSE,120.1671999,22.9944596
15160,德鈺堂中醫診所,私立中醫診所,中醫診所,臺南市安平區港仔里安平路35號之3,FALSE,120.1672276,22.9991835
16499,信德中醫診所,私立中醫診所,中醫診所,臺南市安平區育平里育平路240號1、2樓,FALSE,120.1673732,22.9910193
16196,良銓牙醫診所,私立牙醫診所,牙醫診所,臺南市安平區平通里育平路359號1、2樓,FALSE,120.1675049,22.9937546
20862,平安診所,私立西醫診所,西醫診所,嘉義縣布袋鎮興中里上海東路15號,FALSE,120.1675228,23.3786984
18376,尚和牙醫診所,私立牙醫診所,牙醫診所,嘉義縣布袋鎮太平東路466號,FALSE,120.1676014,23.3777161
7075,蔡秀逸外科婦產科診所,私立西醫診所,西醫專科診所,嘉義縣布袋鎮光復里光復路一段15號,FALSE,120.1677344,23.3769992
18787,朝陽泌尿科診所,私立西醫診所,西醫診所,臺南市安平區育平里永華路二段847號1-2樓,FALSE,120.1677513,22.9913406
4591,博愛牙醫診所,私立牙醫診所,牙醫一般診所,嘉義縣布袋鎮興中里上海東路1號,FALSE,120.1678421,23.3786477
9560,石門診所,私立西醫診所,西醫專科診所,臺南市安平區港仔里安平路21號,FALSE,120.1679454,22.9989489
10645,台南市安平區衛生所,衛生所,衛生所,臺南市安平區平通里育平路310號,FALSE,120.1682577,22.9943652
19414,安平西醫診所,私立西醫診所,西醫診所,臺南市安平區育平里永華路二段821號1-2樓,FALSE,120.1684419,22.9912414
19415,安平中醫診所,私立中醫診所,中醫診所,臺南市安平區育平里永華路二段821號1-2樓,FALSE,120.1684419,22.9912414
14976,文安中醫診所,私立中醫診所,中醫診所,臺南市七股區竹港里竹港28之1號,FALSE,120.1695109,23.10445795
1556,建翔牙醫診所,私立牙醫診所,牙醫一般診所,臺南市安平區國平里建平7街690號,FALSE,120.1696693,22.9901572
22305,康平中醫診所,私立中醫診所,中醫診所,臺南市安平區國平里建平七街675號1樓,FALSE,120.169732,22.9898337
22993,十分美學診所,私立西醫診所,西醫診所,臺南市安平區平通里永華路二段800號1樓,FALSE,120.16984,22.9914021
10478,嘉義縣布袋鎮衛生所,衛生所,衛生所,嘉義縣布袋鎮新厝里二十一號,TRUE,120.1699695,23.3814212
11799,永華耳鼻喉科診所,私立西醫診所,西醫診所,臺南市安平區國平里永華路2段787號1樓,FALSE,120.1700157,22.991039
19982,茗亮楊宗茗復健科診所,私立西醫診所,西醫診所,臺南市佳里區安西里文化路445號1樓,FALSE,120.1701848,23.1629014
12522,慶平美耳鼻喉科診所,私立西醫診所,西醫專科診所,臺南市安平區平通里慶平路559號,FALSE,120.1704508,22.9974211
20026,宸莘中醫診所,私立中醫診所,中醫診所,臺南市安平區國平里國平路152號1樓,FALSE,120.1709937,22.9889879
9567,同心小兒科診所,私立西醫診所,西醫專科診所,臺南市安平區華平里國平路306號1樓,FALSE,120.1713001,22.9918108
14564,懷德中醫診所,私立中醫診所,中醫一般診所,臺南市安平區平通里國平路427號,FALSE,120.1713773,22.9948335
21426,聯和中醫診所,私立中醫診所,中醫診所,臺南市安平區國平里永華路二段709號1樓,FALSE,120.1717072,22.9908239
21032,羅景穗診所,私立西醫診所,西醫診所,臺南市安南區淵西里安中路四段95號1樓,FALSE,120.1718811,23.0493704
7159,南榮診所,私立西醫診所,西醫診所,嘉義縣東石鄉副瀨村80－5號,FALSE,120.1719055,23.4867191
9640,胡文就診所,私立西醫診所,西醫診所,臺南市安南區淵中里安中路四段89號,FALSE,120.1720819,23.0495047
1561,家安牙醫診所,私立牙醫診所,牙醫診所,臺南市安平區華平里平通路514號1、2樓,FALSE,120.1721115,22.9936079
14748,惠康牙醫診所,私立牙醫診所,牙醫一般診所,臺南市安南區淵中里安中路4段74號,FALSE,120.1721416,23.0498596
21707,馨汝診所,私立西醫診所,西醫診所,臺南市安平區國平里建平七街577號1樓,FALSE,120.1722648,22.9896138
15874,一二三診所,私立西醫診所,西醫診所,臺南市安平區華平里慶平路517號1樓,FALSE,120.1722692,22.9970943
890,王育才中醫診所,私立中醫診所,中醫一般診所,臺南市安南區淵中里安中路4段57號,FALSE,120.1724733,23.0498087
14749,中日牙醫診所,私立牙醫診所,牙醫一般診所,臺南市安平區港仔里安平路35－2號,FALSE,120.1725159,22.99402525
22122,文華尚水整形外科診所,私立西醫診所,西醫診所,臺南市安平區國平里永華七街17號1樓,FALSE,120.1725685,22.9894715
19124,均安診所,私立西醫診所,西醫診所,嘉義縣布袋鎮光復里14鄰太平東路463號,FALSE,120.1728756,23.35323395
21087,楊為理皮膚科診所,私立西醫診所,西醫診所,臺南市安平區國平里華平路146-5號1樓,FALSE,120.1729679,22.9865302
21100,白袍旅人兒科診所,私立西醫診所,西醫診所,臺南市安平區國平里華平路146-5號1樓,FALSE,120.1729679,22.9865302
4458,光裕牙醫診所,私立牙醫診所,牙醫一般診所,臺南市佳里區安西里文化路335號,FALSE,120.1732516,23.1630432
12565,康乃心婦產科診所,私立西醫診所,西醫診所,臺南市安平區華平里華平路467號1、2、3、4樓及465號1、2樓,FALSE,120.1735086,22.99255715
9559,健全診所,私立西醫診所,西醫診所,臺南市安平區華平里平通路444號,FALSE,120.1736361,22.9933486
